sample_id,theta_r,theta_s,alpha,n_vg,K_s,D_L,q_top_00,q_top_01,q_top_02,q_top_03,q_top_04,q_top_05,q_top_06,q_top_07,q_top_08,q_top_09,q_top_10,q_top_11,q_top_12,q_top_13,q_top_14,q_top_15,q_top_16,q_top_17,q_top_18,q_top_19,q_top_20,q_top_21,q_top_22,q_top_23,q_top_24,q_top_25,q_top_26,q_top_27,q_top_28,q_top_29,q_top_30,q_top_31,q_top_32,q_top_33,q_top_34,q_top_35,q_top_36,q_top_37,q_top_38,q_top_39,q_top_40,q_top_41,q_top_42,q_top_43,q_top_44,q_top_45,q_top_46,q_top_47,c_top,q_top_mean,q_top_peak,q_top_std,q_top_total,q_top_peak_time,split,split_mode,is_ood,ood_parameter,ood_quantile,ood_tail,severity_group,target_value
0,0.0850661206064,0.377861192258,0.0472166266292,2.15947196229,0.88888721168,12.8195177915,1.12218625422,1.16095844716,1.1997306401,1.23850283305,1.27727502599,1.31604721893,1.35481941188,1.39359160482,1.43236379776,1.47113599071,1.50990818365,1.41540286243,1.39697290519,1.37854294794,1.3601129907,1.34168303346,1.32325307622,1.30482311898,1.28639316173,1.26796320449,1.24953324725,1.23110329001,1.21267333277,1.19424337552,1.17581341828,1.15738346104,1.1389535038,1.12052354656,1.10209358932,1.08366363207,1.06523367483,1.04680371759,1.02837376035,1.00994380311,0.991513845864,0.973083888623,0.954653931381,0.936223974139,0.917794016897,1.46428858433,2.01078315176,2.55727771919,3.10377228662,3.65026685405,4.19676142148,3.31420485879,2.43164829609,1.54909173339,0.957355498014,1.48790355468,4.19676142148,0.71112434654,71.4193706245,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
1,0.0649453229311,0.429165957584,0.0315963114258,2.04477425851,1.71863235799,6.52872707548,0.227306782379,0.284630235109,0.341953687838,0.399277140568,0.456600593298,0.513924046027,0.571247498757,0.628570951487,0.685894404216,0.743217856946,0.800541309676,0.857864762405,0.915188215135,0.972511667865,1.02983512059,1.08715857332,1.05496961055,1.02278064777,0.990591684996,0.95840272222,0.926213759445,0.894024796669,0.861835833893,0.829646871117,0.797457908341,0.765268945565,0.73307998279,0.700891020014,0.668702057238,0.636513094462,0.604324131686,0.57213516891,0.539946206134,0.507757243359,0.475568280583,0.500887294607,0.526206308632,0.551525322656,0.57684433668,0.602163350705,0.627482364729,1.69210769799,2.75673303125,3.82135836451,4.88598369777,3.84150267554,2.7970216533,1.75254063107,0.668580306109,1.04142061543,4.88598369777,0.959587645453,49.9881895408,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
2,0.0706330735276,0.487219423587,0.0129916785073,1.29366785649,0.617216364215,5.31003209809,0.288353348607,0.612405609206,0.936457869805,1.2605101304,1.584562391,1.9086146516,1.9159879724,1.9233612932,1.930734614,1.9381079348,1.94548125559,1.95285457639,1.96022789719,1.96760121799,1.97497453879,1.98234785959,1.98972118039,1.99709450119,1.95742813797,1.91776177476,1.87809541154,1.83842904833,1.79876268512,1.7590963219,1.71942995869,1.67976359547,1.64009723226,1.60043086905,1.56076450583,1.52109814262,1.4814317794,1.44176541619,1.40209905298,1.36243268976,1.32276632655,1.28309996333,1.24343360012,1.20376723691,1.16410087369,1.7637133709,2.3633258681,2.9629383653,3.56255086251,4.16216335971,4.76177585691,3.24867101553,1.73556617414,0.222461332757,0.63758966841,1.82559624313,4.76177585691,0.806164690136,87.6286196704,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
3,0.0681486977221,0.509817095918,0.053469221065,1.65716370906,0.44048182539,1.89853869659,1.76939844515,1.75984231137,1.7502861776,1.74073004382,1.73117391005,1.72161777627,1.7120616425,1.70250550873,1.69294937495,1.68339324118,1.6738371074,1.66428097363,1.65472483985,1.64516870608,1.63561257231,1.62605643853,1.61650030476,1.60694417098,1.59738803721,1.58783190343,1.57827576966,1.56871963589,1.55916350211,1.54960736834,1.54005123456,1.53049510079,1.52093896701,1.53761333404,1.55428770106,1.57096206809,1.58763643511,1.60431080213,1.62098516916,1.63765953618,1.6543339032,1.67100827023,1.68768263725,1.70435700428,1.67919331747,1.65402963067,2.18591504232,2.71780045397,3.24968586562,3.78157127727,4.31345668892,2.91453862204,1.51562055516,0.116702488289,0.589346207765,1.79956053889,4.31345668892,0.624322230322,86.3789058666,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
4,0.0424015526661,0.410234160263,0.0764272598186,2.6038584925,4.26122247689,2.23040953818,1.84331015892,1.67399671847,1.50468327801,1.33536983755,1.1660563971,0.996742956639,0.827429516182,0.85498127511,0.882533034038,0.910084792967,0.937636551895,0.965188310823,0.992740069752,1.02029182868,1.04784358761,1.07539534654,1.10294710547,1.13049886439,1.11895429798,1.10740973157,1.09586516516,1.08432059875,1.07277603234,1.06123146593,1.04968689952,1.21668302762,1.38367915572,1.55067528382,1.71767141192,1.88466754003,2.05166366813,2.21865979623,2.38565592433,2.55265205243,2.71964818053,2.88664430863,3.05364043673,3.22063656483,3.38763269293,3.55462882103,3.72162494914,3.88862107724,4.05561720534,4.22261333344,4.38960946154,3.09594769785,1.80228593417,0.508624170487,0.858271784801,1.86099492741,4.38960946154,1.070384894,89.3277565155,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
5,0.0783696438176,0.49971784082,0.0108947844526,2.28016657328,8.71249601728,3.50410784583,1.84557066294,1.8361847076,1.82679875227,1.81741279693,1.8080268416,1.79864088626,1.78925493093,1.77986897559,1.77048302026,1.76109706492,1.75171110959,1.74232515425,1.73293919891,1.72355324358,1.65623254071,1.58891183785,1.52159113498,1.45427043212,1.38694972925,1.31962902639,1.25230832352,1.18498762066,1.11766691779,1.05034621493,0.98302551206,0.915704809194,0.848384106329,0.781063403463,0.713742700598,0.646421997733,0.579101294867,0.511780592002,0.444459889136,0.377139186271,0.309818483405,0.24249778054,0.175177077674,0.107856374809,0.240530647337,0.373204919866,0.505879192394,0.638553464923,1.79614049622,2.95372752752,4.11131455881,3.16197061631,2.21262667381,1.26328273131,0.406539718097,1.32104510751,4.11131455881,0.802672011037,63.4101651604,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
6,0.0590919718647,0.44342910005,0.00805026963893,1.45282917557,2.38350812707,7.33210322517,1.14386606367,0.93293985162,0.722013639568,0.511087427517,1.11258758504,1.71408774256,2.31558790008,2.10619769834,1.89680749659,1.68741729485,1.78070637118,1.8739954475,1.96728452383,2.06057360016,2.15386267648,2.24715175281,2.34044082914,2.43372990546,2.52701898179,2.62030805812,2.71359713444,2.80688621077,2.9001752871,2.99346436343,3.08675343975,3.18004251608,3.27333159241,3.36662066873,3.45990974506,3.55319882139,3.64648789771,3.73977697404,3.83306605037,3.92635512669,4.01964420302,4.11293327935,4.20622235567,4.299511432,4.39280050833,4.48608958465,4.57937866098,4.67266773731,4.76595681364,4.85924588996,4.95253496629,3.5040405221,2.05554607791,0.607051633723,0.495235478612,2.87793654873,4.95253496629,1.21153841944,138.140954339,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
7,0.0518478109187,0.386188304575,0.128392356942,1.23263574204,1.04130523001,11.2200619205,0.652205646881,0.714083532808,0.775961418735,0.837839304662,0.899717190589,0.961595076516,1.02347296244,1.08535084837,1.1472287343,1.20910662022,1.27098450615,1.33286239208,1.39474027801,1.45661816393,1.51849604986,1.58037393579,1.64225182171,1.70412970764,1.76600759357,1.82788547949,1.88976336542,1.95164125135,2.01351913728,2.0753970232,2.13727490913,2.19915279506,2.26103068098,1.41180442035,0.898157748416,1.13844902983,1.37874031125,1.61903159267,1.85932287409,2.09961415551,2.33990543692,2.58019671834,2.82048799976,3.06077928118,3.3010705626,3.54136184402,3.78165312543,4.02194440685,4.26223568827,4.50252696969,4.74281825111,3.72706224999,2.71130624888,1.69555024777,0.575257261127,2.01713978311,4.74281825111,1.05237200924,96.8227095891,44,test,ood,True,q_top_peak_time,,high,peaktime_44h,44
8,0.0969366553512,0.505104988425,0.00875444039564,2.6454398092,5.66998449736,18.7942150563,2.2347125208,2.23751741547,2.24032231014,2.24312720481,2.24593209949,2.23954354551,2.23315499154,2.22676643757,2.22037788359,2.21398932962,2.20760077565,2.20121222167,2.1948236677,2.18843511373,2.18204655975,2.17565800578,2.16926945181,2.16288089783,2.15649234386,2.15010378989,2.14371523591,2.13732668194,2.13093812797,2.12454957399,2.11816102002,2.11177246605,2.10538391207,1.91251623908,1.71964856609,1.5267808931,1.33391322011,1.14104554712,0.948177874126,0.755310201135,0.562442528144,0.954333181023,1.3462238339,1.73811448678,2.13000513966,2.52189579254,2.91378644542,3.3056770983,3.69756775118,4.08945840406,4.48134905694,4.87323970982,3.23680933764,1.60037896546,0.211193005723,2.203843497,4.87323970982,0.828738173092,105.784487856,45,test,ood,True,q_top_peak_time,,high,peaktime_45h,45
9,0.0736139337294,0.454802706954,0.0249211879489,2.37539354136,9.43277716478,17.7422792342,1.21914727966,1.31498769395,1.41082810824,1.50666852252,1.60250893681,1.69834935109,1.79418976538,1.75397000131,1.71375023724,1.67353047317,1.6333107091,1.59309094503,1.55287118096,1.51265141689,1.47243165282,1.43221188875,1.39199212468,1.35177236061,1.31155259654,1.27133283247,1.2311130684,1.27260567701,1.31409828562,1.35559089423,1.39708350283,1.43857611144,1.48006872005,1.52156132866,1.56305393727,1.60454654588,1.64603915449,1.6875317631,1.72902437171,1.77051698032,2.03130954159,2.29210210287,2.55289466414,2.81368722541,3.07447978669,3.33527234796,3.59606490923,3.8568574705,4.11765003178,4.37844259305,4.63923515432,4.9000277156,3.06948480644,1.23894189727,0.883679320367,2.02331268052,4.9000277156,0.983447101851,97.1190086651,45,test,ood,True,q_top_peak_time,,high,peaktime_45h,45
