sample_id,theta_r,theta_s,alpha,n_vg,K_s,D_L,q_top_00,q_top_01,q_top_02,q_top_03,q_top_04,q_top_05,q_top_06,q_top_07,q_top_08,q_top_09,q_top_10,q_top_11,q_top_12,q_top_13,q_top_14,q_top_15,q_top_16,q_top_17,q_top_18,q_top_19,q_top_20,q_top_21,q_top_22,q_top_23,q_top_24,q_top_25,q_top_26,q_top_27,q_top_28,q_top_29,q_top_30,q_top_31,q_top_32,q_top_33,q_top_34,q_top_35,q_top_36,q_top_37,q_top_38,q_top_39,q_top_40,q_top_41,q_top_42,q_top_43,q_top_44,q_top_45,q_top_46,q_top_47,c_top,q_top_mean,q_top_peak,q_top_std,q_top_total,q_top_peak_time,split,split_mode,is_ood,ood_parameter,ood_quantile,ood_tail,severity_group,target_value
0,0.0695707972284,0.438232381593,0.0411404173352,2.00836369828,0.15,4.98018197597,1.79419214654,1.31003661486,0.825881083172,0.787767460388,0.749653837604,0.71154021482,0.673426592036,0.635312969252,0.597199346468,0.559085723684,0.5209721009,0.482858478116,0.929365072168,1.37587166622,1.82237826027,2.26888485432,2.71539144837,3.16189804243,3.60840463648,4.05491123053,4.50141782458,4.94792441863,4.2524290335,3.55693364838,2.86143826325,2.16594287812,1.47044749299,0.774952107864,0.762846312176,0.750740516487,0.738634720798,0.72652892511,0.714423129421,0.702317333732,0.690211538044,0.678105742355,0.665999946666,0.653894150978,0.641788355289,0.6296825596,0.617576763912,0.605470968223,0.593365172534,0.581259376846,0.569153581157,0.557047785468,0.54494198978,0.532836194091,0.566903949825,1.39736130226,4.94792441863,1.23561663111,67.0733425086,21,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
1,0.0971998788202,0.455126609839,0.0246308291215,1.18835569168,0.15,8.62944222305,1.38712112049,1.9255643491,2.46400757772,3.00245080633,3.54089403495,4.07933726356,4.61778049218,4.32545853381,4.03313657544,3.74081461707,3.4484926587,3.15617070033,2.86384874197,2.5715267836,2.27920482523,1.98688286686,1.69456090849,1.40223895012,1.10991699175,0.817595033384,0.525273075016,2.63679064341,2.57654222437,2.51629380533,2.4560453863,2.39579696726,2.33554854823,2.27530012919,2.21505171015,2.15480329112,2.09455487208,2.03430645304,1.97405803401,1.91380961497,1.85356119594,1.7933127769,1.73306435786,1.67281593883,1.61256751979,1.55231910075,1.67448382476,1.79664854877,1.91881327278,2.04097799678,2.16314272079,2.2853074448,2.40747216881,2.52963689281,0.108443964792,2.32469379887,4.61778049218,0.854085816999,111.585302346,6,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
2,0.0561857175463,0.397810783322,0.0356016965797,1.23059224604,0.15,9.98415235164,2.29596304598,2.27865790658,2.26135276719,2.2440476278,2.22674248841,2.20943734901,2.19213220962,2.17482707023,2.15752193084,2.14021679144,2.12291165205,2.10560651266,2.08830137327,2.07099623387,2.05369109448,2.03638595509,2.0190808157,2.0017756763,1.98447053691,1.96716539752,1.94986025813,1.93255511873,2.92150258884,3.91045005895,4.89939752905,4.38511224617,3.87082696329,3.35654168042,2.84225639754,2.32797111466,1.81368583178,1.2994005489,0.785115266026,1.20043187921,1.6157484924,2.03106510559,2.44638171878,2.86169833197,2.62811024597,2.39452215997,2.16093407397,1.92734598797,1.69375790197,1.46016981597,1.22658172997,0.992993643969,0.759405557968,0.525817471968,0.423551465756,2.18439425323,4.89939752905,0.837829813887,104.850924155,24,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
3,0.062898970985,0.476422787203,0.0293058833846,1.55902666934,0.15,7.40838691992,1.75800618143,2.07300443878,2.38800269613,2.70300095348,3.01799921083,3.33299746818,3.64799572553,3.96299398287,4.27799224022,4.59299049757,4.35662340818,4.12025631878,3.88388922939,3.64752213999,3.41115505059,3.18456268993,2.95797032926,2.73137796859,2.50478560792,2.27819324726,2.05160088659,1.82500852592,1.59841616526,1.494453509,1.39049085275,1.28652819649,1.18256554024,1.07860288398,0.974640227727,0.870677571472,0.766714915217,0.662752258963,0.558789602708,0.454826946453,0.350864290199,0.513753660446,0.676643030692,0.839532400939,1.00242177119,1.16531114143,1.32820051168,1.49108988193,1.65397925217,1.81686862242,1.97975799267,2.14264736292,2.30553673316,2.46842610341,0.5421767177,2.09921708798,4.59299049757,1.18045962551,100.762420223,9,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
4,0.0484027904904,0.364304190588,0.00723214582126,1.5993776015,0.15,16.5127815362,0.733400642047,0.791986019212,0.850571396377,0.909156773542,0.967742150707,1.02632752787,1.21155548769,1.39678344751,1.58201140734,1.76723936716,1.95246732698,2.1376952868,2.32292324662,2.50815120644,2.69337916627,2.87860712609,3.06383508591,3.10449081864,3.14514655137,3.1858022841,3.22645801683,3.26711374956,3.30776948229,3.34842521502,3.38908094775,3.42973668048,3.47039241321,3.51104814594,3.55170387867,3.78800582736,4.02430777605,4.26060972474,4.49691167344,4.73321362213,4.60707520413,4.48093678613,4.35479836813,4.22865995013,4.10252153214,3.97638311414,3.85024469614,3.72410627814,3.59796786014,3.47182944214,3.34569102415,3.21955260615,3.09341418815,2.96727577015,0.952923777005,2.98030221442,4.73321362213,1.13000337937,143.054506292,33,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
5,0.0592069648677,0.377155214544,0.00950154841706,1.86328776609,0.15,10.5523330495,2.72102507803,2.79520607829,2.86938707855,2.94356807881,3.01774907907,3.09193007933,3.16611107959,3.24029207984,3.3144730801,3.38865408036,3.46283508062,3.53701608088,3.3324386127,3.12786114453,2.92328367635,2.71870620817,2.51412874,2.30955127182,2.10497380364,1.90039633547,1.69581886729,1.49124139912,1.28666393094,1.6525524537,2.01844097646,2.38432949922,2.75021802198,3.11610654475,3.48199506751,3.84788359027,4.21377211303,4.57966063579,4.94554915855,4.83128512495,4.71702109134,4.60275705773,4.48849302412,4.37422899051,4.25996495691,4.1457009233,4.03143688969,3.91717285608,3.69011574529,3.4630586345,3.23600152371,3.00894441291,2.78188730212,2.55483019133,0.750548014606,3.20930661936,4.94554915855,0.906487357321,154.046717729,32,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
6,0.0806732064546,0.50565063481,0.0160274248173,2.38517981891,0.15,18.6237931576,3.72480803387,2.98453696122,2.24426588857,1.50399481592,1.6089929877,1.71399115948,1.81898933126,2.07803169051,2.33707404977,2.59611640902,2.85515876827,3.11420112753,3.37324348678,3.63228584603,3.89132820529,4.15037056454,4.4094129238,4.66845528305,4.59748154755,4.52650781205,4.45553407654,4.38456034104,4.31358660554,4.24261287004,4.17163913454,4.10066539903,4.02969166353,3.95871792803,3.88774419253,3.81677045703,3.74579672153,3.67482298602,3.62187903754,3.56893508905,3.51599114057,3.46304719208,3.41010324359,3.35715929511,3.30421534662,3.25127139814,3.19832744965,3.14538350117,3.09243955268,3.03949560419,2.98655165571,2.93360770722,2.88066375874,2.82771981025,0.287452694871,3.37933708437,4.66845528305,0.807572554429,162.20818005,17,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
7,0.0700666248808,0.481041130645,0.00897337052984,1.41581504759,0.15,13.2576951864,0.819073788458,0.991662475326,1.16425116219,1.33683984906,1.50942853593,1.6820172228,1.85460590967,2.02719459654,2.1997832834,2.37237197027,2.54496065714,2.71754934401,2.89013803088,3.06272671775,3.23531540461,3.40790409148,3.58049277835,3.75308146522,0.594856829623,1.07668221738,1.55850760513,2.04033299288,2.52215838064,3.00398376839,3.48580915614,3.62786852911,3.76992790207,3.91198727504,4.054046648,4.19610602097,4.33816539393,4.4802247669,4.62228413986,4.76434351283,4.48223867296,4.20013383309,3.91802899323,3.63592415336,3.3538193135,3.07171447363,2.78960963377,2.5075047939,2.22539995404,1.94329511417,1.6611902743,1.37908543444,1.09698059457,0.814875754707,0.228015558714,2.71409340449,4.76434351283,1.17748599179,130.276483416,33,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
8,0.052866663239,0.390374665646,0.075842375059,1.72819679986,0.15,16.3598455671,1.66651191501,1.67818319538,1.68985447574,1.70152575611,1.71319703647,1.72486831684,1.7365395972,1.74821087756,1.75988215793,1.77155343829,1.78322471866,1.79489599902,1.80656727939,1.66086909189,1.51517090438,1.36947271688,1.22377452938,1.07807634188,0.932378154378,0.786679966876,0.640981779374,0.724890873718,0.808799968061,0.892709062404,0.976618156747,1.06052725109,1.14443634543,1.22834543978,1.31225453412,1.39616362846,1.85656026789,2.31695690733,2.77735354676,3.23775018619,3.69814682562,4.15854346505,4.61894010448,4.38718686791,4.15543363133,3.92368039476,3.69192715819,3.46017392162,3.22842068505,2.99666744847,2.7649142119,2.53316097533,2.30140773876,2.06965450219,0.327827479475,2.07300088223,4.61894010448,1.06909917394,99.5040423473,36,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
9,0.0543555037787,0.413364371325,0.0566853105194,2.48169950515,0.15,5.28817200729,0.812547109633,1.1855028651,1.55845862056,1.93141437603,2.30437013149,2.67732588696,3.05028164242,3.42323739789,3.79619315335,4.16914890882,4.54210466428,4.91506041975,4.40791000613,3.90075959252,3.39360917891,2.88645876529,2.37930835168,1.87215793806,2.96812487617,3.01922170202,3.07031852787,3.12141535372,3.17251217956,3.22360900541,3.27470583126,3.3258026571,3.37689948295,3.4279963088,3.47909313464,3.53018996049,3.58128678634,3.63238361218,3.68348043803,3.73457726388,3.78567408972,3.83677091557,3.79422591987,3.75168092417,3.70913592847,3.66659093276,3.62404593706,3.58150094136,3.53895594566,3.49641094996,3.45386595426,3.41132095855,3.36877596285,3.32623096715,0.976955091553,3.27443025951,4.91506041975,0.781591238504,157.172652457,11,test,ood,True,K_s_x_q_top_peak,,high,joint_Ks0.15,0.15
